,Product,Rating,MRP,Feature
460,"Itel Vision2S (Gradation Purple, 32 GB)",4,"₹6,190","2 GB RAM | 32 GB ROM | Expandable Upto 128 GB16.56 cm (6.52 inch) HD+ Display8MP + VGA Dual AI Camera | 5MP Front Camera5000 mAh Li-ion Polymer BatteryUnisoc 9863A Octa Core ProcessorOne Time Screen Replacement within 100 Days, 1 Year Warranty on Mobile and 6 Months on Accessories."
461,"IQOO Z6 5G (Dynamo Black, 128 GB)",4.1,"₹18,399",8 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty
462,Nokia TA-1304/105 SS,4.2,"₹1,199",4 MB RAM | 4 MB ROM4.5 cm (1.77 inch) Display800 mAh Battery1 Year Manufacturer Warranty
463,Itel Power 100 New,4.2,"₹1,289",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera2500 mAh Lithium-ion BatterySC6531E Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase
464,"MOTOROLA Edge 20 Fusion 5G (Electric Graphite, 128 GB)",4,"₹19,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 32MP Front Camera5000 mAh BatteryMediaTek Dimensity 800U Processor90Hz Refresh Rate AMOLED Display13 5G Bands1 Year on Handset and 6 Months on Accessories
465,"REDMI A1 (Light Green, 32 GB)",4.3,"₹6,830","2 GB RAM | 32 GB ROM16.56 cm (6.52 inch) Display5MP Rear Camera | 8MP Front Camera5000 mAh Battery"" 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"""
466,"Infinix Note 11s (Symphony Cyan, 64 GB)",4.3,"₹11,999",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.65 cm (6.95 inch) Full HD+ Display50 MP + 2 MP Depth Lens + 2 MP Macro Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryMediatek Helio G96 Processor1 Year on Handset and 6 Months on Accessories
467,BlackZone ECO X,4,"₹1,439",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB3.66 cm (1.44 inch) Display0.3MP Rear Camera1000 mAh BatteryBrand Warranty of 1 Year Available for Mobile
468,BlackZone ECO X,4,"₹1,380",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB3.66 cm (1.44 inch) Display0.3MP Rear Camera1000 mAh BatteryBrand Warranty of 1 Year Available for Mobile
469,"realme Narzo 50A (Oxygen Blue, 128 GB)",4.4,"₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display50MP + 2MP + 2MP | 8MP Front Camera6000 mAh BatteryMediaTek Helio G85 Processor1 Year Warranty for Mobile and 6 Months for Accessories
470,"REDMI A1 (Light Blue, 32 GB)",4.3,"₹6,699","2 GB RAM | 32 GB ROM16.56 cm (6.52 inch) Display5MP Rear Camera | 8MP Front Camera5000 mAh Battery"" 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"""
471,SAMSUNG Guru 1200,4,"₹1,650",153 MB RAM | 153 MB ROM3.81 cm (1.5 inch) Display800 mAh Battery0 0 0 0 Processor Processor1 Year Manufacturer Warranty
472,Itel IT2163,4.1,"₹1,049",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display1000 mAh Lithium-ion BatterySC6531E Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase
473,"Tecno Pop 5 LTE (Deepsea Luster, 32 GB)",4.2,"₹6,697",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.56 cm (6.52 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc SC9863A Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
474,"Tecno Pop 5 LTE (Ice Blue, 32 GB)",4.2,"₹6,675",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.56 cm (6.52 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc SC9863A Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
475,"Tecno Pop 5 LTE (Turquoise Cyan, 32 GB)",4.2,"₹6,683",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.56 cm (6.52 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc SC9863A Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
476,"SAMSUNG M53 5G (Emerald Brown, 128 GB)",4.6,"₹25,900",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display108MP Rear Camera5000 mAh Battery12 MONTHS
477,"vivo V25 Pro 5G (Pure Black, 128 GB)",4.4,"₹35,999",8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display64MP + 8MP + 2MP | 32MP Front Camera4830 mAh Lithium BatteryMediatek Dimensity 1300 ProcessorColor Changing Fluorite AG Glass Design120 Hz 3D Curve Display1 Year on Handset and 6 Months on Accessories
478,"vivo V25 Pro 5G (Pure Black, 256 GB)",4.4,"₹39,999",12 GB RAM | 256 GB ROM16.66 cm (6.56 inch) Full HD+ Display64MP + 8MP + 2MP | 32MP Front Camera4830 mAh Lithium BatteryMediatek Dimensity 1300 ProcessorColor Changing Fluorite AG Glass Design120 Hz 3D Curve Display1 Year on Handset and 6 Months on Accessories
479,"OPPO F19 Pro (Crystal Silver, 256 GB)",4.3,"₹18,990",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB16.33 cm (6.43 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4310 mAh BatteryMediaTek Helio P95 (MT6779V) ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
